head,URL,Cuisines,PhoneNumber,AverageCost
Bengali Babu Sweets,https://www.zomato.com/bangalore/bengali-babu-sweets-1-btm-bangalore,"Mithai, Desserts, Street Food",9.20E+11,50
Narayany Pure Veg,https://www.zomato.com/bangalore/narayany-pure-veg-kanakapura-road,"North Indian, Chinese",9.20E+11,200
Sonar Bangla,https://www.zomato.com/bangalore/sonar-bangla-koramangala-1st-block-bangalore,"Chinese, Bengali",9.20E+11,300
Stop N Joy,https://www.zomato.com/bangalore/stop-n-joy-1-kumaraswamy-layout-bangalore,"Sandwich, Burger, Fast Food, Shake, Beverages",9.19E+11,100
Thyme & Whisk,https://www.zomato.com/bangalore/thyme-whisk-jayanagar-bangalore,"Asian, North Indian, Chinese, Continental, Italian, Desserts, Beverages",9.18E+11,1400
Anjan Bhel Corner,https://www.zomato.com/bangalore/anjan-bhel-corner-banashankari,Street Food,9.20E+11,50
Momo Monk,https://www.zomato.com/bangalore/momo-monk-1-bommanahalli-bangalore,Momos,9.18E+11,150
Lazzet Lee,https://www.zomato.com/bangalore/lazzet-lee-btm-bangalore,Rolls,9.20E+11,250
Dal Roti,https://www.zomato.com/bangalore/dal-roti-jp-nagar,"North Indian, Chinese",9.18E+11,400
Sri Ganesh Ice Cream,https://www.zomato.com/bangalore/sri-ganesh-ice-cream-3-kanakapura-road-bangalore,"Fast Food, Desserts, Beverages, Pizza, Shake, Ice Cream",9.20E+11,300
Rolls & Bowls Company,https://www.zomato.com/bangalore/rolls-bowls-company-koramangala-7th-block-bangalore,"Rolls, North Indian, Chinese, Fast Food",9.18E+11,250
Pure Veg Meals By LunchBox,https://www.zomato.com/bangalore/pure-veg-meals-by-lunchbox-jp-nagar-bangalore,"North Indian, Shake",9.12E+11,200
Ambur Dum Biriyani,https://www.zomato.com/bangalore/ambur-dum-biriyani-bannerghatta-road-bangalore,Fast Food,9.18E+11,100
Royal India Restaurant,https://www.zomato.com/bangalore/royal-india-restaurant-kumaraswamy-layout-bangalore,"North Indian, Chinese, Mughlai, Kebab, Rolls, Biryani",9.20E+11,600
Fruits Corner And Diet Center,https://www.zomato.com/bangalore/fruits-corner-and-diet-center-kumaraswamy-layout-bangalore,"Beverages, Salad, Healthy Food, Shake",9.20E+11,100
Via Milano,https://www.zomato.com/bangalore/via-milano-jayanagar-bangalore,"Italian, Continental, Desserts, Pizza, Pasta",9.20E+11,1500
Hungry Bear,https://www.zomato.com/bangalore/hungry-bear-kumaraswamy-layout-bangalore,"Fast Food, Desserts, Beverages, Waffle, Pizza",9.18E+11,300
Mangaluru Kairuchi,https://www.zomato.com/bangalore/mangaluru-kairuchi-btm-bangalore,"Mangalorean, Seafood, Beverages",9.17E+11,150
Say Cheese! Pizza,https://www.zomato.com/bangalore/say-cheese-pizza-jp-nagar-bangalore,"Pizza, Pasta, Fast Food, Shake",9.19E+11,250
Burgermeister,https://www.zomato.com/bangalore/burgermeister-hsr-bangalore,"Burger, Beverages, Ice Cream",9.18E+11,150
Donut Cafe,https://www.zomato.com/bangalore/donut-cafe-bommanahalli-bangalore,"Desserts, Fast Food, Sandwich, Beverages, Shake",9.19E+11,500
Star Ambur Biryani Kabaab,https://www.zomato.com/bangalore/star-ambur-biryani-kabaab-jayanagar-bangalore,"Biryani, Fast Food",9.20E+11,200
Hina Exclusive Seafood Restaurant,https://www.zomato.com/bangalore/hina-exclusive-seafood-restaurant-btm-bangalore,"South Indian, Seafood, Biryani, Chinese",9.18E+11,350
Oye Paratha - Makhan Mar Ke,https://www.zomato.com/bangalore/oye-paratha-makhan-mar-ke-kumaraswamy-layout-bangalore,"North Indian, Street Food",9.19E+11,100
Ambur Dum Biriyani,https://www.zomato.com/bangalore/ambur-dum-biriyani-banashankari-bangalore,"Biryani, South Indian",9.19E+11,50
Street 8,https://www.zomato.com/bangalore/street-8-kumaraswamy-layout-bangalore,"Fast Food, Burger, Beverages",9.19E+11,250
Desi Food Kitchen,https://www.zomato.com/bangalore/desi-food-kitchen-1-btm-bangalore,"North Indian, Fast Food, Chinese",9.19E+11,150
Food Ford Kitchen ,https://www.zomato.com/bangalore/food-ford-kitchen-btm-bangalore,"North Indian, Chinese, Mughlai",9.18E+11,250
FOOD EXPRESS,https://www.zomato.com/bangalore/food-express-hosur-road-bangalore,Chinese,9.19E+11,200
Anjana Kolkata Famous Chats And Sandwich,https://www.zomato.com/bangalore/anjana-kolkata-famous-chats-and-sandwich-kumaraswamy-layout-bangalore,Street Food,9.17E+11,50
Sugarcane Junction,https://www.zomato.com/bangalore/sugarcane-junction-hosur-road-bangalore,"Beverages, Shake",9.20E+11,100
Mumbai Cafe,https://www.zomato.com/bangalore/mumbai-cafe-1-jayanagar-bangalore,"Pizza, Sandwich, Beverages, Ice Cream, Fast Food, Shake",9.19E+11,500
Shawarma Junction,https://www.zomato.com/bangalore/shawarma-junction-hosur-road-bangalore,Lebanese,9.20E+11,150
Cake Dies,https://www.zomato.com/bangalore/cake-dies-btm-bangalore,Bakery,9.19E+11,400
Nammura Upahara,https://www.zomato.com/bangalore/nammura-upahara-uttarahalli-bangalore,South Indian,9.20E+11,150
Mr King Shawarma,https://www.zomato.com/bangalore/mr-king-shawarma-1-btm-bangalore,Lebanese,9.19E+11,200
Oven And Loaf,https://www.zomato.com/bangalore/oven-and-loaf-bannerghatta-road-bangalore,Pizza,9.18E+11,250
Yum Pizza N More,https://www.zomato.com/bangalore/yum-pizza-n-more-bommanahalli-bangalore,"Pizza, Fast Food",9.20E+11,400
Dhivyam Pure Veg,https://www.zomato.com/bangalore/dhivyam-pure-veg-kanakapura-road-bangalore,"South Indian, Chinese, Street Food, Sandwich, North Indian, Beverages",9.18E+11,400
Thakali Momos,https://www.zomato.com/bangalore/thakali-momos-btm-bangalore,"Chinese, Momos",9.16E+11,300
Frozen Monster,https://www.zomato.com/bangalore/frozen-monster-1-hsr-bangalore,"Ice Cream, Fast Food, Desserts, Beverages, Shake, Sandwich",9.18E+11,450
Namma Ricebath,https://www.zomato.com/bangalore/namma-ricebath-kanakapura-road-bangalore,"South Indian, Street Food, Desserts",9.19E+11,300
Rolls & Bowls Company,https://www.zomato.com/bangalore/rolls-bowls-company-kumaraswamy-layout-bangalore,"Rolls, Fast Food, North Indian, Beverages",9.18E+11,250
Tanduri Corner,https://www.zomato.com/bangalore/tanduri-corner-bannerghatta-road-bangalore,"Mughlai, North Indian",9.20E+11,150
Icekremos,https://www.zomato.com/bangalore/icekremos-bannerghatta-road-bangalore,"Ice Cream, Desserts, Beverages",9.19E+11,250
Ice Cream Palace,https://www.zomato.com/bangalore/ice-cream-palace-bannerghatta-road-bangalore,"Beverages, Ice Cream, Desserts, Shake",9.19E+11,50
Sri Sapana Dhaba,https://www.zomato.com/bangalore/sri-sapana-dhaba-btm-bangalore,"North Indian, Biryani, Chinese",9.17E+11,300
Shakes Theory,https://www.zomato.com/bangalore/shakes-theory-1-jayanagar-bangalore,"Beverages, Fast Food",9.20E+11,400
Nature Fresh Ice Spice,https://www.zomato.com/bangalore/nature-fresh-ice-spice-btm-bangalore,"Street Food, Fast Food, Ice Cream, Beverages, Burger",9.20E+11,150
Chaat Junction,https://www.zomato.com/bangalore/chaat-junction-1-bannerghatta-road,"Street Food, North Indian, Fast Food",9.18E+11,300
Udupi Kai Ruchi,https://www.zomato.com/bangalore/udupi-kai-ruchi-jp-nagar-bangalore,"South Indian, Chinese",9.18E+11,350
Shareef Biriyani,https://www.zomato.com/bangalore/shareef-biriyani-bannerghatta-road-bangalore,"Biryani, South Indian",9.17E+11,100
Ambur Star Dum Biryani,https://www.zomato.com/bangalore/ambur-star-dum-biryani-wilson-garden-bangalore,"Biryani, Kebab",9.20E+11,200
H K G N Biryani Paradise,https://www.zomato.com/bangalore/h-k-g-n-biryani-paradise-koramangala-2nd-block-bangalore,"Biryani, Fast Food",9.20E+11,100
BLR Brewing Co.,https://www.zomato.com/bangalore/blr-brewing-co-1-kanakapura-road-bangalore,"Chinese, North Indian, Fast Food, Desserts, BBQ, Beverages",9.18E+11,1500
Mane Biriyani ,https://www.zomato.com/bangalore/mane-biriyani-jayanagar-bangalore,"South Indian, Biryani",9.20E+11,100
Tasty Magic,https://www.zomato.com/bangalore/tasty-magic-btm,"Chinese, North Indian, Mughlai, Beverages",9.19E+11,800
Biryani Magic,https://www.zomato.com/bangalore/biryani-magic-2-btm,"North Indian, Biryani",9.20E+11,300
Divina - Eden Park Restaurants,https://www.zomato.com/bangalore/divina-eden-park-restaurants-jayanagar-bangalore,"Bakery, Desserts",9.18E+11,200
Dezire Sugar Free Sweets & Cakes,https://www.zomato.com/bangalore/dezire-sugar-free-sweets-cakes-basavanagudi-bangalore,"Mithai, Desserts",9.18E+11,150
Sri Krishna Sweets,https://www.zomato.com/bangalore/sri-krishna-sweets-1-banashankari-bangalore,"Mithai, Street Food",9.20E+11,150
Om Shiva Shakthi Chats Centre,https://www.zomato.com/bangalore/om-shiva-shakthi-chats-centre-basavanagudi,"Street Food, Fast Food, Beverages",9.20E+11,150
Green Theory,https://www.zomato.com/bangalore/green-theory-residency-road,"Cafe, Italian, Continental, Thai, Healthy Food, Beverages, Fast Food, Desserts",9.19E+11,950
Mandi,https://www.zomato.com/bangalore/mandi-jp-nagar,"North Indian, Street Food, Desserts",9.20E+11,500
Ragoo's,https://www.zomato.com/bangalore/ragoos-jayanagar,"Italian, North Indian, Pasta, Pizza, Desserts, Salad",9.18E+11,700
Tea Villa Cafe,https://www.zomato.com/bangalore/tea-villa-cafe-jayanagar-bangalore,"Beverages, Continental, Chinese, Mexican, Fast Food, Desserts, Tea",9.16E+11,700
The House Of Vadapav,https://www.zomato.com/bangalore/the-house-of-vadapav-uttarahalli-bangalore,"Street Food, Fast Food",9.19E+11,200
Caramel Shake,https://www.zomato.com/bangalore/caramel-shake-btm-bangalore,"Beverages, Juices, Ice Cream, Shake",9.19E+11,200
Mega Biryani,https://www.zomato.com/bangalore/mega-biryani-btm-bangalore,Biryani,9.18E+11,200
Kebab Xpress,https://www.zomato.com/bangalore/kebab-xpress-banashankari-bangalore,"North Indian, Chinese, Mughlai, Parsi, Kebab",9.18E+11,400
NRK Bamboo Biryani,https://www.zomato.com/bangalore/nrk-bamboo-biryani-banashankari-bangalore,"Biryani, BBQ",9.16E+11,300
Lassi Ghar,https://www.zomato.com/bangalore/lassi-ghar-bannerghatta-road-bangalore,"Fast Food, Ice Cream, Desserts, Beverages, Shake",9.19E+11,50
MTR Iyengar Bakery Sweets And Chats,https://www.zomato.com/bangalore/mtr-iyengar-bakery-sweets-and-chats-1-btm-bangalore,"Bakery, Desserts, Fast Food",9.20E+11,200
Ambur Dum Biryani,https://www.zomato.com/bangalore/ambur-dum-biryani-3-btm-bangalore,"Biryani, Chinese",9.19E+11,200
Ice Cream Works,https://www.zomato.com/bangalore/ice-cream-works-jp-nagar-bangalore,Ice Cream,9.18E+11,250
Good Bread Factory,https://www.zomato.com/bangalore/good-bread-factory-bommanahalli-bangalore,"Bakery, Desserts, Fast Food",9.20E+11,50
Fusion Theory,https://www.zomato.com/bangalore/fusion-theory-jayanagar-bangalore,"North Indian, Chinese, Pasta, Beverages, Momos, Salad, Mexican",9.20E+11,600
Sikandar,https://www.zomato.com/bangalore/sikandar-mg-road-bangalore,"Rolls, Kebab, North Indian, Desserts",9.18E+11,250
Mysore Military Hotel,https://www.zomato.com/bangalore/mysore-military-hotel-btm-bangalore,"Biryani, Andhra",9.18E+11,250
Donne Biriyani Grand,https://www.zomato.com/bangalore/donne-biriyani-grand-jp-nagar-bangalore,"Biryani, Fast Food",9.20E+11,300
Yelneer Katte,https://www.zomato.com/bangalore/yelneer-katte-1-jayanagar-bangalore,Beverages,9.20E+11,150
Hadi's Cafe,https://www.zomato.com/bangalore/hadis-cafe-btm-bangalore,"Fast Food, Beverages, Shake",9.19E+11,200
The Fine Grill,https://www.zomato.com/bangalore/the-fine-grill-btm-bangalore,"Fast Food, Sandwich",9.19E+11,150
ATH - All Things Healthy!,https://www.zomato.com/bangalore/ath-all-things-healthy-jp-nagar-bangalore,Healthy Food,9.16E+11,150
Kolkata King Rolls,https://www.zomato.com/bangalore/kolkata-king-rolls-jp-nagar-bangalore,"Rolls, North Indian, Chinese, Fast Food",9.18E+11,150
Orange Bake And Juice,https://www.zomato.com/bangalore/orange-bake-and-juice-btm-bangalore,Desserts,9.20E+11,50
JST Popcorn,https://www.zomato.com/bangalore/jst-popcorn-jp-nagar-bangalore,Street Food,9.19E+11,150
Sahyadri Food Point,https://www.zomato.com/bangalore/sahyadri-food-point-jp-nagar-bangalore,"North Indian, South Indian, Chinese",9.20E+11,350
Mathsyagandha Family Restaurant,https://www.zomato.com/bangalore/mathsyagandha-family-restaurant-btm-bangalore,"North Indian, South Indian, Chinese, Mughlai, Biryani, Seafood",9.20E+11,600
Waffle Head,https://www.zomato.com/bangalore/waffle-head-btm-bangalore,"Desserts, Waffle",9.19E+11,100
5th Avenue Cafe,https://www.zomato.com/bangalore/5th-avenue-cafe-koramangala-5th-block-bangalore,"Fast Food, Italian, Continental, Beverages, Desserts, Shake",9.18E+11,700
Lassi Spot,https://www.zomato.com/bangalore/lassi-spot-jp-nagar-bangalore,"Beverages, Ice Cream, Desserts, Shake",9.18E+11,250
BIB - Breakfast in the Box,https://www.zomato.com/bangalore/bib-breakfast-in-the-box-bannerghatta-road-bangalore,Continental,9.20E+11,200
Casa Piccosa,https://www.zomato.com/bangalore/casa-piccosa-jp-nagar,"North Indian, Italian, Chinese, Desserts",9.18E+11,1100
Raghavendra Upahara,https://www.zomato.com/bangalore/raghavendra-upahara-jayanagar,"South Indian, Street Food, Chinese, Beverages, Desserts",9.20E+11,200
Garden City Hotel,https://www.zomato.com/bangalore/garden-city-hotel-wilson-garden-bangalore,"Chinese, Biryani, Kebab, North Indian",9.18E+11,400
Holy Doh!,https://www.zomato.com/bangalore/holy-doh-brigade-road-bangalore,"Pizza, Sandwich",9.20E+11,350
Momo Bites,https://www.zomato.com/bangalore/momo-bites-2-jayanagar-bangalore,"Momos, Burger, Fast Food",9.19E+11,100
Moms Kitchen,https://www.zomato.com/bangalore/moms-kitchen-2-bannerghatta-road-bangalore,"North Indian, Chinese, Biryani, Rolls",9.18E+11,150
Hot Dum Biryani,https://www.zomato.com/bangalore/hot-dum-biryani-btm-bangalore,"Biryani, North Indian",9.18E+11,250
Shubham's Home Kitchen,https://www.zomato.com/bangalore/shubhams-home-kitchen-bommanahalli-bangalore,North Indian,9.18E+11,100
New Hot Grill Veg & Non Veg,https://www.zomato.com/bangalore/new-hot-grill-veg-non-veg-bannerghatta-road-bangalore,"North Indian, Chinese, Mughlai, Rolls",9.19E+11,150
Aatithyaa,https://www.zomato.com/bangalore/aatithyaa-jp-nagar-bangalore,"South Indian, Street Food, Fast Food, Momos",9.19E+11,200
Kalimpong Juicy Momo And Fast Food,https://www.zomato.com/bangalore/kalimpong-juicy-momo-and-fast-food-btm-bangalore,"Chinese, Momos",9.20E+11,150
BurgerHaus Gourmet Burgers,https://www.zomato.com/bangalore/burgerhaus-gourmet-burgers-jp-nagar-bangalore,"Burger, Fast Food, Shake",9.19E+11,300
Mulbagal Dosa Cafe,https://www.zomato.com/bangalore/mulbagal-dosa-cafe-btm-bangalore,South Indian,9.19E+11,100
Hyperscoop Icy Junction,https://www.zomato.com/bangalore/hyperscoop-icy-junction-jp-nagar-bangalore,"Ice Cream, Desserts, Shake",9.16E+11,250
Marcopolo,https://www.zomato.com/bangalore/marcopolo-koramangala-5th-block-bangalore,"Asian, Continental, North Indian, Juices, Beverages",9.20E+11,800
Bellur Donne Biriyani,https://www.zomato.com/bangalore/bellur-donne-biriyani-kanakapura-road-bangalore,"Biryani, Kebab, North Indian",9.19E+11,200
North Ka Swad,https://www.zomato.com/bangalore/north-ka-swad-1-bannerghatta-road-bangalore,"North Indian, Biryani",9.20E+11,200
Rajasthan Samosa Kachori & Chat,https://www.zomato.com/bangalore/rajasthan-samosa-kachori-chat-btm-bangalore,Street Food,9.18E+11,150
Singh Ji Food,https://www.zomato.com/bangalore/singh-ji-food-btm-bangalore,"North Indian, Mughlai, Biryani, Chinese, Fast Food",9.17E+11,100
Bhaskar's Mane Holige,https://www.zomato.com/bangalore/bhaskars-mane-holige-banashankari-bangalore,"South Indian, Desserts",9.19E+11,100
Chakka Manga Thenga,https://www.zomato.com/bangalore/chakka-manga-thenga-bannerghatta-road-bangalore,"South Indian, Mangalorean, Chinese, Desserts, Beverages, Shake",9.20E+11,100
Uff Urban Food Factory,https://www.zomato.com/bangalore/uff-urban-food-factory-1-jayanagar-bangalore,"South Indian, North Indian, Chinese, Seafood, Beverages",9.19E+11,350
Hyderabadi Biryani Haveli,https://www.zomato.com/bangalore/hyderabadi-biryani-haveli-btm-bangalore,"Biryani, Andhra",9.18E+11,250
Star Biryani & Chat Center,https://www.zomato.com/bangalore/star-biryani-chat-center-jp-nagar-bangalore,"Chinese, Street Food, Biryani",9.20E+11,300
Biryani Mahal,https://www.zomato.com/bangalore/biryani-mahal-1-btm-bangalore,Biryani,9.17E+11,200
Gowdru Mane Biriyani,https://www.zomato.com/bangalore/gowdru-mane-biriyani-kanakapura-road-bangalore,"North Indian, Chinese, Biryani",9.19E+11,200
Sujatha Military Hotel,https://www.zomato.com/bangalore/sujatha-military-hotel-kumaraswamy-layout-bangalore,"South Indian, Biryani",9.17E+11,150
Brundavan Upachar,https://www.zomato.com/bangalore/brundavan-upachar-uttarahalli-bangalore,"South Indian, North Indian, Chinese, Biryani, Street Food, Ice Cream, Desserts, Beverages",9.20E+11,200
The Coconut Shelter,https://www.zomato.com/bangalore/the-coconut-shelter-banashankari-bangalore,"Beverages, Shake",9.17E+11,250
Hoskote Donne Biryani,https://www.zomato.com/bangalore/hoskote-donne-biryani-btm-bangalore,"Biryani, South Indian",9.18E+11,300
Prakruthi Sweets And Andhra Home Foods,https://www.zomato.com/bangalore/prakruthi-sweets-and-andhra-home-foods-jp-nagar-bangalore,"Mithai, Desserts, South Indian, Fast Food, Sandwich",9.18E+11,300
The Chef's Cakes & Bakes,https://www.zomato.com/bangalore/the-chefs-cakes-bakes-koramangala-5th-block-bangalore,"Bakery, Desserts, Shake, Juices, Beverages",9.20E+11,100
Smooth Blender,https://www.zomato.com/bangalore/smooth-blender-bannerghatta-road-bangalore,"Beverages, Shake",9.18E+11,150
Brown Burger Co. Jayanagar,https://www.zomato.com/bangalore/brown-burger-co-jayanagar-jayanagar-bangalore,"Burger, Fast Food, Beverages",9.20E+11,500
Khushi Chats Center,https://www.zomato.com/bangalore/khushi-chats-center-jayanagar-bangalore,"Rolls, Chinese",9.20E+11,100
Bob's Burger,https://www.zomato.com/bangalore/bobs-burger-btm-bangalore,"Burger, Fast Food",9.20E+11,200
Sachi Bakery Sweets And Chats,https://www.zomato.com/bangalore/sachi-bakery-sweets-and-chats-uttarahalli-bangalore,"Desserts, Bakery, Street Food, Fast Food",9.19E+11,50
Gymers Joint New,https://www.zomato.com/bangalore/gymers-joint-new-kumaraswamy-layout-bangalore,"Healthy Food, Beverages, Rolls",9.18E+11,100
Angel Restaurant,https://www.zomato.com/bangalore/angel-restaurant-bannerghatta-road,"Kerala, South Indian, North Indian, Chinese",9.19E+11,450
Smokey Dragon,https://www.zomato.com/bangalore/smokey-dragon-bannerghatta-road-bangalore,"Lebanese, Chinese, Seafood, Rolls",9.20E+11,150
Shree Shyam Sweets & Snacks,https://www.zomato.com/bangalore/shree-shyam-sweets-snacks-banashankari-bangalore,"Mithai, Street Food, North Indian",9.19E+11,350
Bake Delite,https://www.zomato.com/bangalore/bake-delite-kumaraswamy-layout,"Bakery, Fast Food, Street Food, Sandwich",9.18E+11,400
Al Fillfilah Mandi Majlis,https://www.zomato.com/bangalore/al-fillfilah-mandi-majlis-jayanagar-bangalore,"Arabian, Rolls, North Indian, Mughlai",9.20E+11,500
Ambur Dum Biryani,https://www.zomato.com/bangalore/ambur-dum-biryani-bannerghatta-road-bangalore,"South Indian, Biryani",9.20E+11,300
Kaapi Kendra,https://www.zomato.com/bangalore/kaapi-kendra-banashankari-bangalore,South Indian,9.17E+11,100
Brindavana Veg,https://www.zomato.com/bangalore/brindavana-veg-banashankari-bangalore,"North Indian, Chinese, Biryani",9.18E+11,300
Sri Manjunatha Fruit Juice Centre,https://www.zomato.com/bangalore/sri-manjunatha-fruit-juice-centre-bommanahalli-bangalore,"Ice Cream, Beverages, Juices, Shake, Street Food",9.20E+11,150
Lepchass Kitchen,https://www.zomato.com/bangalore/lepchass-kitchen-1-bannerghatta-road-bangalore,"Chinese, Thai",9.20E+11,150
The Great Wok - By Flayvor Co.,https://www.zomato.com/bangalore/the-great-wok-by-flayvor-co-bannerghatta-road-bangalore,"Chinese, Asian, Thai, Desserts",9.16E+11,250
